text,class
بصح شفتهم,morocco
كي شغل ربي  يقول لك أرواح و أنت  تقول ما نجيش,algeria
يوحد خمج اتفه اعلك,tunisia
لا خليني نعدي بنتي,algeria
وطبعا البوليس عارف مين هم دول كلام معقــــــــــول,egypt
ب إنا لهجة ؟,morocco
فخبارك الخمسة الدقايق لولا ديال الهدرة مع سهير ديمة مخصصة لسبان لدرجة أنه تتمني تكملي الهدرة ديك الساعة,morocco
هنا باش يكتبولي التاريخ,algeria
لا فلح لا في التمثيل لا و لا السياسة,tunisia
افريال,morocco
 : حدّ يقولي الحبّ ده فينو​​ مين اللي موقّع بيني وبينو قلبي الوحدة مطلّعة عينو ​​همّا قالولي الحبّ جميل و_معاك حاسة_بيك,egypt
فاش رجعات ماماه قلت لها بلي تعلم يقول عفاك,morocco
أنا تندعي ليهم صباح و ليل,morocco
وعلاه الطبي خير من ربي لي فرض علينا الحجاب,algeria
هادي هي سليمة,algeria
هاد لخميس كن كنت حر كون دوزت لمتيحان بشكل عادي,morocco
يهديك ربي يا بنتي,algeria
آه التوموبيل الحمرة,algeria
قبل ما يموت محمد كانوا خاوته الكل بلا خدمة الخو الكبير عمره تسعة و عشرين سنا شومار و بلا سكنة,algeria
جعفر حلاها الحلقة,tunisia
هتلعب مكان مين,egypt
بصراحة أصبح دفاعك عن الزمالك وهذا حقك زيادة عن اللزوم ولكن الخطأ الدفاع عن الباطل ثانيا تعلم يا أيمن أن إبراهيم أخطأ ولو حد تانى كنت زمانك بتوعظنا وتدينا كلام عن الأخلاق كفاية تلون وكفاية إستخفاف بعقولنا كان ناقص تقولة بطل يا إبراهيم أنا محامى عنك وهرد بدالك والأهم مين إنتى علشان تتكلم بإسم مصر وشكل مصر إنت نسيت نفسك المخرج عمل الصح والله أنا مكسوف من اللى حصل من إبراهيم فى ضربه للحكم الرابع فى الجزائر ولو كان لقى حد قاله إنت غلط كان ممكن يتعلم ولكن لقى ناس بدافع عنه يا أيمن إنت وغيرك ضيعتم مصر وخسارة وعليه العوض فى مصر,egypt
بصح بعض المرات تيبان ليك بحال إلى هومة تيهدرو علا شي بلاد أخر,morocco
لازم تخمي تروحي سليمة للوريا,algeria
شفيتي كي قالت واحد الجوغنليتست فرنساز لبوتفليقة راك أقصر بﺮزيدون,algeria
برجولية ممسطك يا لطفي قداكش بلييييد,tunisia
وعلاه أسامة,algeria
أحلى كعبة مش عادي,tunisia
دير واش تحب الشيطان ما تقدرش تشوفه,algeria
احمد الاندلسي اشرف ارجل من هاك الميبون الي مد وجهو في كلام الناس وانت شكونك باش تعطي رايك فيه يا ثعلب يا شلاكة تفووووووووه عليك,tunisia
هو احنا مش عاجبنا العجب ولا الصيام فى رجب مش نحمد ربنا ان بقى فى حد مفتح عينه علينا اه ليه سلبيات والامتحان التجريبى دا ملوش لازمة بس ندعى ان ربنا يهديه وليه النقاب ممنوع وهو اللى هيخرب مصر مين اللى بيقول كده مش احسن من الهمزات و اللمزات اللى فى الشارع ولا هى الناس خلاص خدت على البنطلون الاسكين ربنا يهدى,egypt
والله أو في حالة,algeria
تسمى أدا لحمدو الله تختمتلو صلى الفجر مات تسمى رحمتك ياربي,algeria
أنا شفت ولد القدافي,algeria
أي ملاحة قانون,algeria
راني خايفة  راني خايفة,algeria
الحكومه لايمكن تستغنى عن هؤلاء اما يفبضوا عليهم مين اللى هيساعد مرشحى الحزب,egypt
بس يارب يعرفوا يشغلوه,egypt
وعلاه يسرى وش باها,algeria
هاه الديدجي حكمناه لاسال محكومة سيبون,algeria
تي راك لمعلم,tunisia
والله  غير صح,algeria
سجلت ليك باش نقول ليك فاش تكبر شوف هادا صوتك فاش كنتي صغير,morocco
حنا نعاونوك كيما أك وش قﻠﺘﻲ أ أميرة نتشاركوا,algeria
على وش تحب نهدرو كمال أعطينا سوجي,algeria
أه خرجت,algeria
طبعا دي قرارات الاخ القيعي الاحمراوي اللون طيب اكيد بقي ان احمد عيد المفروض يتوقف 8 مباريات من واحدة ماهو ضرب سمير محمود فين العدل يا سادة ومبروك الظلم للاهلي,egypt
ماعليش مراد ماشي مشكل,algeria
وش راح ديري درك,algeria
والله ما عبالي,algeria
خسكوم متخافوش وتبداو الخدمة من الثلاثي اللول كلا نهار,morocco
انسان راقي ذو طابع أخلاقي مميز ملفنانين الي قراب لشعب و مع الي تعمل ازددت فخراً بأني  تونسية وانتمي اليك bravooooo و انت قدوة,tunisia
الله الله الله ايه حدفك على تونس بس مليانة ااحاسيس ومشاعر,egypt
معلم كريم الغربي,tunisia
هو ف أنترسبيتش ليوم كون مكانتش غالية كون شاركنا,morocco
كتقول بلي جابت ليه الحلوى و شرات الشكلاط,morocco
يا ناري يا تونس على بناويتك كيفاش ولات,tunisia
مشات الريحة مبقاتش,morocco
أﻣﭙﻮسيبل أدي الحاجة فوق القدرة تيعنا,algeria
حاجع غريبه بجد,egypt
بيخير الحمد الله,morocco
غير شوية يتحسبو على اليد,algeria
ياراجل اقطع ذراعي ان كان ماهم يهود ولهم صله باسرائيل!!,egypt
أيا بيان ظهر حتى هو ما قﺪمش,algeria
وعليكم السلام ، غدوة إن شاء الله,algeria
ما الطلبة طول عمرهم بيدخلوا الامتحان بالنقاب وقبل الامتحان البنت بتدي الكرنيه للمدرسة وترفع النقاب تطابق بينها وبين الصورة والبنت تنزل النقاب وتقعد تمتحن,egypt
_ ماسط و قفاف و لا يقبل الرأي الأخر دليل على أنوا شخصيتوا ضعيفة و في مخوا حاجة يحب يفسرها ما نجمش إلي هيا أنو يحب يقول راني طحان للنظام السابق هذي أمورك وو أنت حر فيها أما لازم ترتقي بمستواك شويا و تقبل الأسألة مش كي يسألك واحد تقلوا أنت نهضاوي ولا أنت راديكالي علاش هذا أقبل السؤال كشخص و يزيك بلا تفهات إلي تعمل فيها و التهريج متاع عمروا ما يضحك مهما تعمل و كان جيت تحب ترفه على المساجين عمرك ما تاخذ فلوس لكن أنت تحضر في مسرحية أخرى لكن ما لقيتش إمكانيات وليت عملت الحكاية باش الناس تعرف إلي انت قاعد تحضر في مسرحية في المستقبل,tunisia
ممسطو هالطحان شكيب,tunisia
امينة . و اكهو,tunisia
حتى مدام كي قلت لها قالت لي ما عندك ما راح ديري هدا هو لوسول موايان,algeria
ماشاء الله تبارك الرحمن,tunisia
جعفور عز الناس,tunisia
Hhhhhhhhما احلاهم لخوات كيف يتروجلوا  مع خواه,tunisia
كشما زادوا جاو لعباد,algeria
قداه فيه من عام,algeria
محلاها فلة اسم على مسمى,tunisia
لا ختي أنا خدام,morocco
كي كنت أنا و خاوتي مع بابا,algeria
اتحاد الشرطه مالوش جمهور طيب لو الاحداث دى جرت فى ماتش الاهلى ايه الى هايكون الوضع,egypt
وينكم رقدتوا,algeria
و لكن تقاليدنا و تقاليد الواليد مكتسمحش للبنت باش تعطي الرﺃي ديالها,morocco
شنو يقد يوقع ليه,morocco
سينو نهبل,algeria
عسي الما ، مايبطاش ويجي,algeria
يالاه تكلمي,morocco
حاشا خليقة الرحمان ..... الله لا يورينا وجه منكر,tunisia
حيت فاش كنت معها طفيت شوميني,morocco
نورمالمون تحت الحوايج في الشتا تشري تاي كبيرة,algeria
صدرت احصائيات عالميه مؤخرا اكدت ان عدد المسحسسن فى مصر لا يتعدى 5 مليون مسيحى و لو بعمليه حسابيه بسيطة سنجد ان عدد الكنائس فى مصر يكفى لاحتواء مسيحى الشرق الاوسط كله بالاضافة الى كام دول من الاتجاد الاوربى,egypt
يعطيها ألف صحة، أطربتنا  بصوتها الشجي الرائع و بخجلها و حيائها و الله ممتازة.,tunisia
قحبة بكوارتها,tunisia
راني قلتلها نرجس عرضتها بيها براجلها,algeria
صح ماما خالد و شاهيناز جايين,algeria
عجبنى اوى مقهور احنا معتش عندنا غير القهر للاسف هنقول ايه حسبى الله ونعم الوكيل,egypt
هو حر يزيد عليها و يشري دار,morocco
لعنة الله عليك,tunisia
مزيان بلي معندناش مصورة عندي الظهر,morocco
ولاكن المسابقة غادي تدوز سيمانة الجاية,morocco
هادا تيديرها ب الحيوانات مشا ل غابة شاف نمر هو يصيدها طلق عليها النار هو مصتلهاش غير قاس ليها لودن,morocco
إزبالة,tunisia
يا مختار خليني، بعد,algeria
واش تاكل,algeria
ممكن سؤال ياتري عضويتك بالاهلي اتشطبت ليه,egypt
شنو كتقولي ف الموضوع,morocco
وقتاش غدي يكون الدخول ديل الجامعة ؟,morocco
داكور جيب,algeria
مسكينه تونس اش لمت,tunisia
متلصايش شي راجل بحالو,morocco
وجيهة في 3 كلمات متخلقة و حنينة و صعيبة .,tunisia
و هدا ، ماشي حديت ، سليمة ؟,morocco
والله العظيم انا قولت وهافضل اقول انك اب لكل المسلمين ومش جديد عليك لانك ابن إصول يعنى الاصل طيب فالكل وعلى راسهما انا بتمنى لك من كل قلبى التوفيق والعطاء فانت نعم الاب المكافح من اجل ابنائه (شعبك) ولا يتوقف كلامى على شعبك بل اقول انك تعاملنا معامله حسنه بالنسبه للمقيمين يارب ينصرك ويخليك لبلدك ولكل الى بيحبوك يارب يطولينه فى عمر سموكم,egypt
موضوع جميل جدا ورائع يا آية، جميل بجد، مكتوب حلو أوى أوى وجديد، للأمام، سلامات,egypt
وهذه ماشي هدرة سليمة ؟,algeria
تماك المحل لي تنعمر عندو لقراعي ديالي,morocco
حنا نتشاركوا في واه,algeria
حرام عليك ياحسام كفاية عليك خراب انت لو عندك نقطة دم كنت سيبت اللجنة من اول يوم,egypt
بابا أنا تعبــان أوي ....لأ مــش سنانــي دي ودانــي ...أيــوه ودانــي ..أصلي سمعــت كتيــر أوي عن حاجــات حلوة حتحصــل لنا وما حصلــش منها حاجــة ...حقول لك شويــة حاجــات منها واخواتي هنا يمكــن يحبــوا يزودوا عليها شــوية حاجات تانيــة جايز أكــون نسيتها ... بابا مــش عايزك تزعــل منى علشان فتحــت لك قلبــي,egypt
إنت منك ليه,algeria
مبروك عليهم و لعقوبة البنات نشا الله,algeria
حالة مكربة في تونس توا هذا مسلسل في شهر رمضان لا حولةو لا قوة الا بالله لعظيم,tunisia
لي يقعد عاقل ياكل الحلوى لي ما يقعدش والله ما عطيتو والله في المساء في لمتحان,algeria
الله غالب ما تعجبني في شيء,tunisia
وش أ مختار كاين غير بنتي في الكرتي أدا,algeria
مش مشكل مفيدة أني نقول لها أ فريال فهمتي,algeria
"والله عشنا وشفنامصر يتملي على امريكا، لاحظو العبارة ""إنه على الرغم من أن الولايات المتحدة سعت إلى تلطيف ""حدة نص القرار""، إلا أنها في نهاية المطاف ""اضطرت للموافقة على الإملاء المصري وكتلة دول عدم الانحياز.",egypt
شافية عليه هداك السطر لي حكمني,algeria
أها أو و اكي تعرفي ديما ليغوب و اكي تعرفي الستيل تاعي كيفماه,algeria
لا هو متيقراش ف الجامعة,morocco
علشان يكسيكوا,egypt
"""نحبوووو برشااا و يعجبني",tunisia
من الممكن تلقايه مزيان بالزاف ومن الممكن تلقايه مامزيانش ومن الممكن ما تلقاي حتى حاجة اذا هذ الشئ متوقف على زهرك,morocco
أنا نعرف المشوشة,algeria
خلى حسام واخوه ينفعوكم,egypt
هاوليك موراك,algeria
مخي هما كاينين زوز و كي تجي تحلي لاليست يجيك لول,algeria
ربي يكثر منك الناس,tunisia
ما ضنيتش سليمة,algeria
بنحبك ياليبيا لابعد الحدود بنحبك حتى بعد قفلك الحدود بنحبك ونحب زعيمك الى مع الشعب موجود وعلى كرامه الموطن الليبى يدافع ويحارب الى ابعد الحدود وخلى العالم يعرف ان الشعب الليبى له كرامه ووجود مثله مثل الاوربيى والامريكى واحسن من عدوه اللادود يحرسك الله يامعمر ويبعد عنك عين الحسود طول منتا عارف ان ربنا موجود يزيد انتصارك وان على الكرسى موجود وان شاء الله نسمه غدا فتحك للحدود,egypt
أمي ما فهمتش الطفلة أدي وشباها عادت تبرد فوﭪ اللازم,algeria
قلت لي خدميها فاش تتستصبلي الضياف,morocco
عيب يا عويس تاخد ارض الناس علشان فوازير كرومبو,egypt
معندكمش نيميرو ديالو,morocco
ماهوا الناس مش هتستني لما يشيلوا النقاب و لا الخمار ولا حتي الحجاب,egypt
خدمتيه نتا,algeria
محلاها الجاااست بكاوني الهموم   :'(,tunisia
إما اللول ولا تيعيط ل مراة باه ب ماما و مو الحقيقية تيعيط ليها خالتي,morocco
لا لادروات تنملي عندها أكتر من عام,algeria
بعد المسح الامنى والكشف عليهم امنيين..وفية ناس راحوا واللة اعلم على فين...؟,egypt
روديماريتو زوز مرات,algeria
لاعبين هاد الليلة,morocco
كتب متشوفش فيا و فاش نقول ليك كتب تكتب و تسكت,morocco
العيب موش فيك. العيب فالجابك للتلفزة,tunisia
سي يا بنتي قلت لك ديك الخطرة,algeria
فاق مخلوع مرة أخرى و سول مراتو على ولدو,morocco
انا متخرجه من 9سنووات ومابقى مكان مارحت له قلت وظفووني لو بالربع الخالي وظفوني لو مرااسله او فراشه...بس لا حياة لمن تنادي,egypt
و عيطي على باقي يقول لكوكة قولي لها تجيب لنا الخبز,algeria
"تحية تقدير لوليد التونسي من ناس عنابة ,و المثليين يستاهل نحرقوهم على الفسق لي يديرو فيه و انشاالله ربي يهدي",tunisia
أسمع ولينا كل يوم نسمعه واحد مات,algeria
من كثر المساطة هاني غيرت القناة ابقو فيها انتم و محرزية و شكيب,tunisia
شوف البنات الشاطرات,algeria
يتحسب لك,algeria
أنا تنقرا شي كلمات معمري سمعت بيه ف حياتي : الوشواشة,morocco
وقتاش شريتيهم الحوايج هدو,algeria
الصلاة متيصليوش,morocco
جربتاها,algeria
تشبهين حبيبتي اللي ماتت من الجوع قبل 10سنوات,egypt
عجبتني وليد الموقف هذا ينجم يكبرليك الكاشي هههه bravoooo,tunisia
ايه بالعجينة,algeria
النظام دة هش جدا يا اخواننا ضارب لخمة وخايف رغم انه اقوي م البرادعي 20000مرة,egypt
شنو نرجيس,morocco
طب سؤال نفسي أعرف له إجابة،، ليه السفارات المصرية في أوروبا ما تاخدش شريحة من المدونين الشباب الأوروبيين وتبتعهم مصر عشان يتعرفوا على مصر وعلى الإسلام بدل ماهو مشوه عندهم وفاكرين إننا إرهابيين؟؟؟يعني هولندا وهي أصلا مش عايزة حاجة لكن عشان برلماني واحد بس شوه صورتها قدام المسلمين فقالت لازم تصلح صورتها،، أما إحنا فنايمين في العسل وإسلامنا مشوه في كل الدنيا،،، ايه الفقع ده,egypt
حسبها و غادي تلقاي النتيجة,morocco
و هادي شحال تخليها لي,algeria
انت راجل جدع و انا عيلة معلش ,egypt
لمين النهدي إنني إمبراطور المسرح و الضحك  في تونس,tunisia
مالا ربحت,algeria
صح بلاك هي قدي في الطول ولا زايدة عليا شعرة بصح المهم هي تبان أسمن مني هي دايما تلبس الطالون العالي دونك لكان علات عليا شوية برك,algeria
أمينة بواسطية ياخي شفتيها شعرها خفيف بزاف و رطب,algeria
المهم شوفي دابة كيفاش تبدلات هي بوحدها لي ختارت ريزو,morocco
انا مش عارف اية الى دخل ناس بلد المليون متخلف الى الجريدة الجريدة لمت,egypt
مين يدن و أنت مكالي الحيط تقسر فهمتي ولا لا,algeria
من بعد نحطهم ف صيكان,morocco
تعرفيه الفهد هداك لي يجي مخطط,algeria
فاش غادي يناقش نقدموها لي الجيران,morocco
"لا حول ولا قوة الا بالله , ايه اللي جري للناس , الراجل واللي معاه صدقو نفسهم واصبحوا يكونوا وزارات في الهواء , للدرجه دي حلم السلطه ممكن يسلب الناس عقولها ؟؟؟!!!",egypt
والفتو الراحة السمانة الجاية ماكاش,algeria
نقدك الازع للاعبى الزمالك اكد للجميع بانك ياعميد فاهم كوره لان الزمالك كان مستواه وحش جدا ولا يستحق حتى التعادل امس استمر يا حسام فى مسيرتك الجميله وخوفى عليك من الزملكاويه نفسهم الذين يتمنون وقوعك لان الاهلويه بيحبوك وانت تعرف ذلك تحياتى لك من كل قلبى,egypt
على الأقل يجيك مقسح,morocco
وش راكم تديرو,algeria
ايه نقصلي و لازملي ماساج سينو هكا نحبس كامل علابيها راني حابة نزرب أنا,algeria
يعني نشوف ايه اللي بيخلي الشباب يقوموا باعمال التحرش ونبطلها,egypt
بردت,algeria
أنا درت مودباس معقد بزاف,morocco
لانكم خلاص نسيتوا او تناسيتو انهفيه اللى الان ناس تتغطى ومحافظه على دينها,egypt
انا بعرف العيله وهمه جيراني وصحابي ومو عشان سبع دنانير,egypt
ولكن هديك لي شريتي من تونس,morocco
..حلقة متميزية  جدا,tunisia
صدقونى القول جميع القبادات فاشلة فاشلة فاشلة والدلبل (محاولة انهاء عقوبة ابراهيم حسن لماذا هل هو من ابطال اكتوبر ( ارفع القبعة لمحمد روراوه ) لانه قائد محنك اذل سمير زاهر واعطاه درس لن ينساه وسمير من ضمن القيادات الفاشلة == ابراهيم حسن لابد من شطبه نهائيا من سجل الرياضة المصرية لنة وصمة عار للكرة المصرية ومثله (حازم امام الشبل) يخساره على اسمه الجميل علشان محمود معروف ينط على حيله بسببه ياجماعة لابد ان تكون القادة لرجل محنك مثل حسن حمدى محمود الخطيب على سبيل الحصر فقط,egypt
هو ولد خالتك خاصك تمشي,morocco
الي صاحب التعليق رقم1 اتقي الله اذ كنت كبيرا اما اذ كنت صغيرا في السن والمقام فا انت محتاج لمن يربيك ويعلمك كيف يكون ا لمسلم من سلم الناس من لسنه ويده الله يهديك ويهدينا معكل لااجد اى معني لااستهزاءك الغيرمحترم علي الاطلاق الرجاء من المسيحين عدم الرد علي مثل هولاء لسبب بسيط انهم اطفال مشغبين الرد يعطي اهمية اما عدم الردحيكون ابلغ اسلوب لمن نصبو انفسهم حومت الدين والله ورسوله منهم براء,egypt
بتوفيق ونجاح,tunisia
نخاير لالجيري,algeria
ما شاء الله عليك صوت وصورة من احلى الأصوات اللي سمعتها,tunisia
عرفتي إلى فتتي صلاة الضهر كيبطل الدبح,morocco
هدي تصرا غير في دزاير,algeria
مابيتعلمش كويس ولو اتعلم مبيلاقيش شغل ولو اشتغل مبيلاقيش شقة هنغير,egypt
فنان ذكي. . رغم صوته المتواضع,tunisia
دابور كيفاش يسقط,algeria
منشط مصتك ...يستفزوا الضيف و منبعد يلوموه على ردة الفعل متاعو ...,tunisia
الجهاز الهضمى ماستحملش اكل الحرام يابو كمال والعلاج على نقه الدوله وانت مقتدر من المحرمات صدقنى محدش بيحبك ويتمنا لك الشفاء بجد من افعالك واعمالك الكريهه اعلن توبتك,egypt
َ إديتنا الجمال مصر,egypt
أنا ماني حابة حتى واحد يسمع,algeria
قلقوني شوية,algeria
والله ما عابالي أ زينب,algeria
ايه سايي أنا,algeria
ديجا تخرج على الخمسة و نص تخرج في الليل توصل جوايه الستة و نص السبعة ما تقدرش تحفظ,algeria
حتى هو بقاو كان كعبتين يذكرونا بزمن التمثيل الجميل,tunisia
أنا دارها بيا التروﻧﺴﭙﻮر ساعة و انا نسنا,algeria
و كي تتقلق قاع توقف تضربه قدام الناس,algeria
لا وش نندب باها قريت قريت فلاﺳﭙﻴﺴﻴﺎليتي تاعي,algeria
ايه,algeria
أنا آخر وحدة في الدار جاز عليا,algeria
على بالك على قﺪاه يوصلهم للبوني على السبعة و عشرين الكلاب مازالو يدورو,algeria
الايام هاتسبت لكي من الا اشتري الترام,egypt
الاخ الحبيب مصيلحى ابشرك النادى رايح فى داهيه بسبب سلبيتك يا سياده النائب كفايه ظهور فى البرامج التليفزيونيه و اصحى و فوق انت و مجلسك ابو لسان طويل وشتائم وبطل كلمه فلان ده راجل محترم ( اللازمه اللى فى لسانك دايما) النادى خرب روح افتح لك نادى فى الحضره و اعمل اول عضويه لعادل شكل وباقى رفاقه و مبروك عليك كابرال للاسف الشديد انا و الله العظيم انا نادم على صوتى اللى اعطيته لك,egypt
مسكينة وفالها المال وقعدلها الهبال,tunisia
مالا داروا قهوة برك,algeria
منال متتهدر غير على مليك غدي تحماق,morocco
لان الحكاية ولعت قوي,egypt
هما خصوم تخصص انفورماتيك,morocco
فيه ايه طول عمر الحكومات السابقة والحالية والاتية بتكذب واحنا بنكذب والكل في عالم الكذب الكل بيكذب على كلوا الرجال بتكذب على النساء والنساء بتكذب على الرجال وكلو ماشي,egypt
جعفور لمتواضع جعفور لمتخلق ربي معاك ️,tunisia
هو قاللي نحب القانون الدستوري,algeria
البارح نسمع فيهم كلاسيكو كلاسيكو قﻠﺖ لوسامة أ وسامة ادا كلاسيكو جديد,algeria
و رايحة اديراها أدي تانا,algeria
ﻳقﻮلولك هزيتي ديزوتي و خدمتي بيهم برك ما درتي والو من عندك,algeria
مليح صح هو بالصح غالي,algeria
"مصر خربانه باللى حاكمينها ,,,والبطرخانيه جايين ناويين يفسخوها ,ويعملوها صومال ...",egypt
قتلو تنين وعشرين واحد في البلدية,morocco
شيخك صرالو كيما شيخي ليامات لخرة حبس الماكلة,algeria
قريب نشا الله,algeria
هادي أنا ما نعرفهاش ، كي يقولو قروابي أنا نقول البارح كان في عمري عشرين,algeria
درك نبعت,algeria
انت معلم واحنا منك نتعلم,tunisia
فهمتي كيفاه,algeria
بنتي بنتي خليني نعدي,algeria
و هدي فيها هدرة حتى انتي  فوطي عليه,algeria
لازم غاي لقا الضغط طالع و غي سولك على حاجات بسيطة و إلى كان طبيب مزيان غاي يعطيك دوزي تحاليل,morocco
لي فهمتو دبا هو زياني معتمد على قاوي  و متيعتامدش على ناجي,morocco
قال لي احنا عندنا مواضيع خاصة بنا والطلبة تيخدموا وتيجيبوا لنا النتائج اذا كان تيفكر في مصلحته وماشي مصلحته,morocco
بصح هاد الكلمة ب الفصحى,morocco
تافه كي عاتو...ماهوش متربي,tunisia
هم عايزين كدة يستاهلوا,egypt
والجراة وصلت حت الدم واحنا عارفين ان الدم دم اية اكيد دم حيوانات قطط كلاب فيران نسانيس نقر خنازير الخ000000 حرام اللة العظيم وهو فية اية هيا العملية كدة سايبة لا الموضوع عاوز وقفة شديدة لالالالالالال 0000000000000يا وزير الصحة لالالالالا,egypt
معلم يرحم والديك برتلي على قلبي,tunisia
آه آي هزاتو,algeria
اه تناكد لك راها لابسة عباية متاعها كانت ناوية تمشي البارح ساعة ماقدهاش الوقت,morocco
غدا لخر ديل سيمانة,morocco
زدت كي هدرت مع الاستاد بن جديد قاللي بلي الاستاد زياني قالو أني هدرت مع ناجي و نشعني ماحبيتش نزيد نكتر,algeria
متقدش تحرك,morocco
أنا ما نعرفهاش كامل,algeria
بوقﻮس ﺗقﺘﻞ,algeria
نرمي عليا,algeria
ارجو من اليوم السابع الموقع الجاد المحترم ان يرحمنا من اخبار شوية عيال صيع لا شغل لهم الا لعب الكورة اللي هم كمان مش فالحين فيها .. انهم يقبضون الملايين من الجنيهات .. ثم يدمرون اخلاق الملايين من الشباب .. انظروا الي تصرفات قادة فريق الزمالك حسام و ابراهيم .. الرحمة يا موقع يا كبيررررررررررررررررررر !!!!!,egypt
والمعنى التاني ما كاش بلاصة,algeria
كيفاش ندخل المسيقة,morocco
فنانة حلوة.....تعجبني و يعجبني صوتها,tunisia
لالا أعطيني تاع دزاير,algeria
يخي هوما أوسي في حجر الديس قراب,algeria
يلاه نكملو,morocco
من الواضح أن الحزب الميري وجد الدكتورة نيفين اصبحت تعوم لوحدها ضد تيار جارف لا تسعفها قدراتها الذهنية ولا التملقية أن تبحر ضده وأصبحت اللطمات تنهال عليها من كل صوب وحدب حتي اصبحت بلا حول ولا قوة . وكذلك فقد هالهم تنامي أقلام مؤيدي البرادعي ومقارعتهم الحجة بالحجة فقرروا انزال بعض الفراودة الخايبين (وما أكثرهم من مأجوري النفاق)الي الساحة علهم يفلحوا فيما أخفقت فيه وهذا أكبر دليل علي الرعب الذي يسببه لهم ازدياد شعبية الرجل (أما الزبد فيذهب جفاءا),egypt
معلوم ، هي ب الأطنان,morocco
غدوة نوضيني,algeria
لازم كريمة تدير كيما حنايا ، حبيت نقول تشوف كشما واحد من معارفها من عنابة تشاتي معاه,algeria
صح كاين منها,algeria
تيقولو هرب ل إقصى حد هو تماك و نت سير بعيد تقض تقول عندي الإيمان و نقد منتفتنش,morocco
 :  ايوة كدا يا ماريو الواد عايز يتغذي بردو,egypt
  انا شايف ان احمد الشيخ لاعب كويس وهيفيد المنتخب الفترة الجاية بس هو ياخد فرصته بس اللي خايف منه انه يروح الاهلي يصاحب الدكة,egypt
يخي صحيبه ولا يضحك عليه,algeria
طبعا واضح للكل ان مخطط فوز الاهلي بالدوري ماشي مظبوط,egypt
تجمعو مورى تسع سنين,morocco
لقات سارة بلي كتسبب الإسهال,morocco
بل اننى اتذكر موقف قد حدث بالفعل عندما ذهب اليه بعض مؤيدوه و قالوا له البنت اللى اسمها فلانه بنت فلان مش هتتجوز,egypt
لا حتى انا ما قلتش كيما هكا قالت لك كونكور,algeria
هى الدكتورة نيفين عملت دكتوراة تانية يا ولاد فى ايمن نور أنا اللى اعرفة انها تخصص البرادعى وأستاذ ورئيس قسم الكلية المباركية,egypt
ياربي وقتما حاولو المصريون يسجلو في الجهة ليمنية سجلو في ليسر,morocco
حلواااا ياسر السهريه الليله,tunisia
امين قارة روووووعه برافو من حسن الى احسن ان شاء الله.._x000D_,tunisia
حطيت دوسيي باش نجيب كونترا,algeria
ليوم مشيت مع الطناش و قريت سعتاين,morocco
لا مراد كيفاش يسافرو ب طريقة ماشي شرعية ل كندا,morocco
من يهوا خلاه ما خيطتهاش,algeria
هو ده كلام الناس العاقلين الفاهمين,egypt
طب سؤال أنت مابتنتقدش ليه حضور جمال مبارك وبقية محاسيب الحزب الحاكم للقداس وحضورهم صلاة العيد,egypt
مش متربي,tunisia
آه تلت سنين و نص تقريبا ربعة,morocco
ربي خلقنا لسان باه نهدرو,algeria
غدي نبقا كنكتب و أنا واقفة,morocco
"بيقولك كان في مره واحد زملكاازي,هههههههههههههه",egypt
ادا غدا في الصباح,morocco
قلك أفار مس,algeria
إن شاء الله غدي نتاصل بيها و نشوف,morocco
أنا كي يكون عندي بروبلام صعيب نحط نقطة وقوف,algeria
ناس مراض يا راجل,algeria
كان قول لك بلا متشربو إلى بغيتي تنعس,morocco
عسل حسين عسل,tunisia
محلا زينو,tunisia
من كثرة مساطو رقدت,tunisia
علاش البيولوجيا لحقاش نقدر نخدم بها في الصيدلية متلا,morocco
بالكرش تمنية شهر,algeria
هادي تلت ولا ربع سنين كبات عليها خذا لما سخون,morocco
كان بغى ينعس في الصالون و هيا تجي سارة باش تقرى و معجبوش الحال,morocco
باه يقسمو الورتة,algeria
Betawfi9 ammouna a7la album .. آمنة فاخر  Hannouna dima 3sel,tunisia
نتلقو برك ما ندير لاكوافير لاهم يحزنون,algeria
حال العراق وقت صدام افضل و اللا بعد تخريبها على يد البرادعى؟,egypt
ها هي هنا دبا تجي تشوفك,morocco
كانت تماك مشكلة ف لورديناتور,morocco
بصح على الأقل تجرب كساوي ديل ربع سنين اه,morocco
القسم نتاعك راهو واجد جوزي,algeria
شنو قول,morocco
لالا نقول لك وقتاش فاق كي مات خوه هو ولى رئيس العشيرة,algeria
مكاين مشكيل,morocco
قلت ليها جا مضروب قالت لي لا ولكن قالت لي وجهو مبدل لدرجة متقديش تعرفي عليه,morocco
على جال لومبار كي عادت مايلة هكا كي شغل,algeria
باباك ميت يحييه لك ربي مده له  البوفوار هدا,algeria
أهدر صح,algeria
وش جابني معاك حتى تولي تسب فيا,algeria
كيفاش واش نديرلك خبز الكوشة ولى غالي عليك,algeria
إن الإعلام في تونس في ظاهره لا يزيد عن العار و في باطنه كذب و تزوير,tunisia
كله مناظرمقلبه,tunisia
والله العظيم صعبان على جدا,egypt
خزرت معاه ﻟقﻴﺘﻮ يكتب في لوردوونوس,algeria
صح فيقنا,algeria
يزي,algeria
دار عمي كانو هنا عاد خرجو دابة,morocco
بكيت والناس كلهم سكتو وانا جاني لعجب فراسي بحال إلى كنحلم,morocco
حتى أنا حفضت كيفاش نرسمها,morocco
