text,class
hani kansm3,morocco
bravo très juste,tunisia
masiiiit 3ali5iiir,tunisia
bravo meriem,tunisia
khlini n9ddam rasi,morocco
super très bien bravo ya ma3allem,tunisia
mcha 3am f lb7er,morocco
mriiiiiiiiiiiiiiiiiiiiiiiiidh mana 9olnalkom ma3adech tjibouh offfffffff,tunisia
lmakla men jiha khra machi chi 7aja.,morocco
3assoulll,tunisia
l7iT mmossekh,morocco
nsa.,morocco
BRAVO Walid,tunisia
wa9ila ndirha o chi wa7d aysm3na o yji y3t9na,morocco
3ndi chwiyya,morocco
ach kaydir fl7awD?,morocco
nnata2ij dyal l3am,morocco
Amir blid w rkik,tunisia
nmout 3leha,tunisia
dazt 3chr snin,morocco
Sa3a 3aza thabell,tunisia
bassem hhhhhhhhh 9tlni bdahk,tunisia
MASET WE TAFAH,tunisia
ma7asitch brasi fddar,morocco
wallah had insane mahouche yakdabe bayne i9oule lha9e ndane ga3e les artistes dyale tunisie ikarhouhe 3ando rap ta3ahe chouf lmaghribi french montana 3ando kol chaye wach bikomes,tunisia
7ayawen pas +,tunisia
Besla,tunisia
ghir khelli lwe9t ybiyyen lik,morocco
ana kansayab choklat,morocco
khti 3ariDat 2azya2,morocco
l7afalat kaydozo 7sn mlli taykon chi mkhchi fchi,morocco
mal9ach khdma,morocco
khra mt3 9be7a,tunisia
maghanwerrikch,morocco
Maset,tunisia
wach khas tzayanha bchi 7aja khra?,morocco
kantmenna tji merra khra.,morocco
3achra dyal no9at liha,morocco
nhadro ghda,morocco
Ma7lek bravi,tunisia
.,tunisia
wach kay8Der bzzaf,morocco
"ghadi nkono baslin bzaf, o ghadi nkmiw joj gwarowat sghar dyali",morocco
mat3awed8ach,morocco
fin 7na,morocco
kayballia anak t7eTT ssbbaT fl frran kaybyyen 3la macha3ir 9wiyya lli maymknch t3bber 3la rasha bTari9a khra,morocco
chno lli w9e3?,morocco
bghit nkhddm l'internet,morocco
kan9der nkteb,morocco
rkhiS bzzaf,morocco
walakin imkn chwiya dyal chips aykono mzyanin,morocco
"fach ghankhrjo mn Tri9, ghanmchiw l sikteur dyal l7ayawanat",morocco
wach kenti katl3b bia had lw9t kaml?,morocco
m3a chwiya dyal lkhoDra jdida,morocco
M3a9ed,tunisia
mcha zar jddou o jddatou,morocco
3ziz 3lia lbTT,morocco
o men b3d kanwa3dek ankhellik 3la ra7tek o nmchiw ghedda ntmechchaw ghir chwia.,morocco
i9der ikon makaydkhlch lkhater.,morocco
fhemt.,morocco
wla 3l a9al khoTwa fl itijah s7i7,morocco
wach t9der TTerTe9 8ad nneffakha?,morocco
"tfo, khssert l7am",morocco
matfahkom!,tunisia
kayjri f jjerDa,morocco
wach 3emmrek Selliti f jjame3?,morocco
ghanmchi nt9edda daba,morocco
chrit ppikala,morocco
Hhhhhhh wa7dek y'a bou7mid fiel wahra,tunisia
daher jabri,tunisia
akhir mra kant bo7di,morocco
ma3amrak ta3raf,morocco
wach kayn nabid ma7ali bchkal khaS?,morocco
ach kayn fl9a2ima?,morocco
Maaaaaaàaàaaaaaaaaaaaaaaasseeeeeeeeeeeeeeeet,tunisia
Teeefeh,tunisia
howwa mojrim khaTir,morocco
7al9a 3al 7ittt,tunisia
wach ghadi tji t8zzek mn lmaTar mnin toSl?,morocco
wldo,morocco
bey5a,tunisia
wach kayen f l7iSSa dyal lmaT?,morocco
"homa mkhbbyin chi haja, ana mti99en!",morocco
chfti,morocco
dakchi 3lach kan 7san,morocco
liboT mgheyysin,morocco
"w Sara7atan, wach katDenn ghay7ello lbiban t Tyyara wikhlliwna nne99zo?",morocco
daba nfekker f hadchi,morocco
"walakin mabghinach lklyan y3rfo bila 7na wa7lin f sansour, awlla la?",morocco
Bravo :'(,tunisia
i7sas zwin,morocco
rak mast ..... rak last ..... afchel rapeur choftou f 7yety,tunisia
man9drch nb9a Sabr,morocco
nta zwin,morocco
a7san Tir dial lma 3ndi howa lwez,morocco
"mohim, ana yalah khdmt f 9hwa 9bel idan ma3reftch.",morocco
ana 3amali,morocco
"ghaykon 3ndna mti7an, ala hadchi lli 9Sedti",morocco
Hhhh tha3louba,tunisia
mzyan matkhafch t8dar 3la rask,morocco
3arbiya mafamech kifek,tunisia
KERTHA,tunisia
matkhwich fiyya l2a3Sab dyalk,morocco
fin jat lkozina?,morocco
Karim yeser maset mey3refch imathel 0000,tunisia
b3da howa kaywenessni 7sen men hadok li f lkhdma.,morocco
"khasni nkhalik daba, walakin kanchkrk 3la naSa2i7 dyalk",morocco
3asoula barhouma,tunisia
"ya imma fldakhl, ola fjjrda, 3la 7sab lw9t",morocco
"ayeh, ana ghi dayz men had lmdina 3la 9bel chi jtima3 dial lkhdma.",morocco
Ya m3allem wa7dek,tunisia
wach kat3ref 8ad lmoghenni?,morocco
ddjaj me9li,morocco
3bed lla8 kol n8ar,morocco
ana mtkhasas f3ilm tyor,morocco
mn had Tri9,morocco
3andi ghir chwiya dyal nofoud,morocco
kayn99i bitou,morocco
wach nta mt2ekked?,morocco
m7lek,tunisia
ana kanfaDal ykono 3ndi chi w7din monasibin wakha hadchi kay3ni bzaf dyal lkhadma f lghsil,morocco
wach ghatn3es 8na?,morocco
ma3ndich 7ta fikra.,morocco
kantmana matkonch lmcha tmma wla ghadi ndrabha,morocco
"oh, imken 3ndi lforchiTa zzayda",morocco
3lach kayn rroz fl plakar ala ma3mmrna khddemnah?,morocco
kaynin ssbou3a o nnmoura fhad lblaSa,morocco
mar7aban,morocco
ma3allem,tunisia
"ahlan, 7bibi, kidaz nhark?",morocco
Ya.masssta,tunisia
mamstou chbih mast mwa9fou 7ad pffffffffff,tunisia
ta7aja maw93at,morocco
bravo walid tounsi,tunisia
#Maye3jebnich point a la ligne,tunisia
kaykteb 9iSSa,morocco
7it kan7as bjo3 chwiya?,morocco
mat7tajch tmchi,morocco
twe77echt DDe7ka dialk,morocco
wach mSad3ak?,morocco
oui bravo kol chay mfabrek wadhe7,tunisia
mdrrrrrrrrrrrrrrrrrrrrrrrr mala thantila,tunisia
"machi mazyan, la.",morocco
wach maghayl79och 3lik nas mn lkhdma?,morocco
Berjoulia bravo ahmed,tunisia
wach kaDenn bli n9dar nkhalih isini liya flmandil?,morocco
chokran 3la ddi9a,morocco
ana kan9arri l3arbiyya,morocco
ye5i mwebna hethouma,tunisia
A7la wa7ed fihem,tunisia
3azouztiii.. hhhh ta3jebni barcha.. bravooo kawther :*,tunisia
"dakchi likayt3ala9 blo7om o l7ot, ghadi nakhod chwiya dyal l7wayj khrin l nabatiyin",morocco
jedda tweffat l3am lli fat,morocco
fin bit lma?,morocco
ghadi namrad,morocco
Hlou barcha,tunisia
wa tkerfeSt blm39oul bach nfhem ach khssni ndir,morocco
ana machi rasoul,morocco
khrrej liyya TTbib ddwa,morocco
ach kadir?,morocco
"ah, btabi3t l7al kan 3ndna char7 ndiroh",morocco
"la, ana f 3oTla",morocco
matsewwelnich,morocco
8adi hiyya TTari9a,morocco
3andou l7a9,tunisia
le meilleur <3,tunisia
mabghitch ntzewwej,morocco
"ah ayah, hir tma mora lmal3ab dyal tennis",morocco
un professionnalisme pour les acteurs et la production de clip nfahmi riahi soutek tayer m3alem nbayrem kalimetek mouch kel3ada kenou ynajmou ykounou a9wa,tunisia
wach bghiti tchreb chi 7aja?,morocco
hadchi taykhle3,morocco
"lmohim, makhaSch ykon hadchi khayb tal had daraja.",morocco
hada korsi,morocco
lmochkila hiya DDo,morocco
Bsara7a wa7dou Karim el gharbi,tunisia
3ndo 3inin Sghar o 9e8wiyyin,morocco
walakin ala f8mt hadchi ghadi ibda 7asasia jdida!,morocco
la ana kanfkkr bach ntkhlla 3lih.,morocco
mnin ghadi njib maliar euros?,morocco
"3aDim, lo3ba dyal bingo",morocco
weldi mriD,morocco
"l7aja lwa7ida li kaydir hia kayTyye7 mnna, wi fkkrna annaho mot99af 3lina",morocco
Bravooooooooooo c'est bin  c'est manifique,tunisia
A5iab 9anet fi tounes,tunisia
wach f8emti?,morocco
"kaykhli nfkar fwa7ad l7ana kan3rfha, zwina bzaf",morocco
"oh ah, tmaninat, hadi fikra mzyana!",morocco
kayban liya nta mazyan,morocco
toooop,tunisia
chab3a tho7k bravoooooooooooo,tunisia
hani mchit nn3es,morocco
chno hadik?,morocco
3Tini forchiTa,morocco
"hadchi dmmar i9tiSad l almany, o sa8m bchkal ghayr mobachir f l7arb l3alamiya taniya",morocco
Bravo chakib 5alithom lkol fil hors jeux,tunisia
ana kanSayb 3aSir,morocco
"msa lkhir, 3azizi!",morocco
Math9loo,tunisia
n9edti 7yati,morocco
makaynch 8na,morocco
tta haja mamyessra lioma...,morocco
ana far7an bzaf mli wlit m3a lmjmo3a.,morocco
lbiro dyalna kayn ftaba9 rba3mia okhasni ntla3 droj kolla nhar,morocco
daba tayballia 3ndi ga3 dakchi lli tan7taj bach n7ell had lmochkil,morocco
Chapeau et bravo monsieur,tunisia
ghriba 8ad l9aDiyya,morocco
"walakin ila bdit kan7s bmachakil fl8aDm, 3ndi 7al bSit:",morocco
red balek flb7er,morocco
khasni naksab jouj,morocco
dar ttamarin dyalo,morocco
bsam na3che9 fik w nmout from alg,tunisia
n9adro nsaliw machrob dyalna o nbdaw n7a9e9o,morocco
o mn jihtak,morocco
"ah 7na 3arfin, walakin kankamlo",morocco
fin ghberti?,morocco
mal9it walo,morocco
chfer liyya lbezTam,morocco
oh...l2amr kay3tamd 3lik,morocco
Tfata9,tunisia
t9achri t9eTT3o,morocco
CHAY YA3MEL EL 3AAAAAAAR,tunisia
ta7foun 3ale5r,tunisia
akther mel msata men ghadi,tunisia
ana kantkhna9 fjanbk,morocco
kheSSni ligat skhan,morocco
hada.,morocco
"wakha, chof, kanDn mchina kamlin",morocco
"awdi, kanb9aw ntfrrjo f tlfaza wakha kan3rfo annana kanDyy3o bzzaf tlwe9t",morocco
wach ntsnna?,morocco
3Ta lah lblayS!,morocco
ma3mmerni 9rit lanformatik,morocco
daba Safi khassna ghir nchofo dyaf li ghay7adro wnsifto l3raDat.,morocco
"ahya, nmchiw onl3bo tenis?",morocco
khaskom tmchiw lbar,morocco
miboun,tunisia
hoa kay3ta9d blli t3Ti lkhobz lmchach machi mazyan lihom,morocco
ghadi ikono 3chra dyal lklyan lli reservaw had llila m3a tmnya tlil wa9fa.,morocco
kan3raf chi maTa3im taylandiyin walakin markhasch,morocco
"wakha, bghiti tmchi tchrab chi charab f lbar",morocco
mn berra,morocco
ourourou hhhhhhh,tunisia
kanfeDDel lb7er 3la lappisin,morocco
kan labes jjackiTa dyal jjeld,morocco
had lktab dyal Loubna.,morocco
"kankhdam f 9ism tijara, ghaliban f nnifT lkham",morocco
Habell ma7leh,tunisia
baramij tabadol m3a Tolab?,morocco
3afak hder bchwia,morocco
Amricano?,morocco
_x000D_,tunisia
lmSla7ti?,morocco
ma3ndi ta w7da 8na,morocco
"walakin wakha, yallah nmchiw.",morocco
"7it howa Sa7b 3oDw lmajlis, rah kaynta9am",morocco
mnin mezyna,tunisia
ferre7ni lyouma,morocco
Bravoo ja3four t es le meilleur ;),tunisia
hadi modda o hoa na3s,morocco
Tbarkallah sout yhbel w b koulha 3asla,tunisia
fin bghiti tmchi mn b3d?,morocco
fiyya l3Tech,morocco
Malla fthaya7 ani 9e3id netfarraj i3lem l3ar !,tunisia
ch7al tlw9t ghadi takhod f Tomobil,morocco
hir tmma,morocco
Tjibou fih w t3awdou ye5i 7add ma 9alou rqhou masset w mouch metrobi,tunisia
"lklma s7i7a hia Atmosphera, machi l8awa, walakin b7al b7al",morocco
!!!,tunisia
ma3mmro 3Tani chi haja,morocco
sir tnazah ta7t chamch,morocco
ana tsalit,morocco
M3alllllllllem,tunisia
allah ir7m lik lwalidin,morocco
ana mSafer l mirikan,morocco
"ila kollna sta3malna ajhiza dyal compyotr flmadrasa, ghadi ykon 7san lkawkabna!",morocco
bghit n3awno,morocco
Jarbou3e,tunisia
ghan8ajer,morocco
zid 3liha annak knti m3TTel lbare7 tahoa.,morocco
walakin khashom yrado lbal mn lfkarn,morocco
3lach katghewwet?,morocco
o Tyara wasila dyal na9l 2amina bzaf,morocco
"mn ghir hadchi, daz n8ar mzyan",morocco
chouf ljanib lmouchri9,morocco
ana kant3ellem chchinwiyya,morocco
mttaf9,morocco
Mala mostawayet !!,tunisia
"pchaakh, hadchi 3lach knt kanhdr",morocco
ghanghenni oghniyya,morocco
b7al ay wa7d akhor,morocco
rah mo7bit,morocco
mre7ba bik f2ay wa9t,morocco
mas lasit mahouch  idahek idahik ken fil jamhour mtaou bil flous,tunisia
kaynin mala3ib lhad naw3 dyal lkhoda3,morocco
yalah nkhaliwha bsiTa,morocco
mcha l7al,morocco
Maset yeser,tunisia
3ndo lakav,morocco
Teeeeeefha,tunisia
ja3four,tunisia
flwa9i3 kanfadal ndir l3ard dyali 9damk.,morocco
wach hadchi mazyan?,morocco
sedd m3ak lbab 3afak,morocco
hezz l9er3a flidd lokhra,morocco
breesmi bravo m kalimet l jeu de clip l kolchy,tunisia
8ada loTf mnnek,morocco
8adi 2a9all 7aja ndir8a,morocco
hot jaime ida thaib sboui,tunisia
Nhiiiiiiibha,tunisia
"3ejbetni Moufida , elle fait bien son rôle .",tunisia
chno tra flkhdma flkhr?,morocco
blaach,morocco
chno kat3ni had lklma?,morocco
wach imkan lina nkhorjo?,morocco
rah 3lina 7na bach nkhllSo flos iSla7at mn Salirat dyalna,morocco
hadchi S3ib bzzaf,morocco
kant kanfakar ndirha nhar sabt jay,morocco
Bint M3alm bravo,tunisia
dok lli rb7o 9arrero italbo iSla7atat kbira bzaf f almanya,morocco
"mora sansour, khasni nmchi lbiro dyali bach nTba3 biTa9at jdida",morocco
idan 3ndna wa7d lmochkil.,morocco
nafs synario mariem dabegh y7afdhouhom droushom ylawjou 3al beuuuuz,tunisia
bach njik dirikt,morocco
Bravo  (y),tunisia
3lach katgol 8ad l8eDra?,morocco
ch5alani 4 ans marawa7tch ltounis,tunisia
matf8emnich ghalaT,morocco
nta jdid 8na,morocco
3ellemni,morocco
marth  ta3mel estres,tunisia
"wla ila bghiti, ta9dar takka l8i8",morocco
Hhh tayer barcha,tunisia
makheSSekch tgoul 8adchi,morocco
3afak ddini lhad ladrisa,morocco
kayTi7 ttelj,morocco
M7lek fgouwn yessir t3jebni balti,tunisia
o makaynach 3alam kbir mn l2ihtimam,morocco
nchoufek m3a ttmnya dllil,morocco
disir khfif kayban fikra zwina,morocco
ddi8a frasek,morocco
"salam 7bibi, ghbourate hadi!",morocco
kancharji Tilifouni,morocco
fach khddam babak?,morocco
hadchi n3ikas dyal l7ala l3a9lia dyalk,morocco
wach makhditich lik chi 7aja,morocco
fin kayn flminTa9a imkaniyat momarasat had riyaDa?,morocco
aminn,tunisia
lfoTa n9iyya,morocco
les paroles belehi,tunisia
Bravo et bonne continuation.,tunisia
3ziz 3liyya n8Der m3ak,morocco
kan ys7ab liya lyoum,morocco
chokran mlli sowelti,morocco
ana D3if f lmath,morocco
7it khashom ydawzo chi yamat dyal ra7a,morocco
3jbatni had SSaya,morocco
wach chafti chi makla kayna f lbar?,morocco
kanstmte3 blma3icha 8na.,morocco
fia l3Tch walakin knt kantmna chi 7aja 9as7a chwiya 3la lma,morocco
3lach t3eTTel?,morocco
Bac -4  hhhh,tunisia
"mbrre3, lay7fdek",morocco
homa far7anin 7it 3tithom chwiya dyal lkhobz bach irmiw8,morocco
makandnch bila rah mas2ala dyal lw9t.,morocco
katban khdar ktar mn cha7ib.,morocco
wach katakol mzyan?,morocco
lbaTT mkhlo9at Sabora bzaf,morocco
momkin tchre7 chno lli mafhemtich?,morocco
kan3ich m3a S7abi,morocco
bravo (y),tunisia
mabghitch nSedd3k,morocco
9bel matbda,morocco
nta mkellekh,morocco
nta dayr b7ali,morocco
Ta7777an,tunisia
bghiti chwiya dyal atay wla l9ahwa,morocco
bravo grand artiste :*,tunisia
8ad l9iSSa fi8a 2inna,morocco
knt bghit n3ayat 3la taxi,morocco
tgyyebt 3la bzaf tl7iSaS dyalk 7it jaw fo9itt l9ayloula,morocco
"ghadi ntla3, walakin ankhki 3andi téléphone nah!",morocco
koul mouslim kaySom f remdan,morocco
kayban lia nmchi n3iyet lih daba o nbda nzr3 lih had lfikra f rasso,morocco
chb3t,morocco
ana ghir mowaDaf mn bin wa7din khrin fhad l9ism,morocco
"Oh, ahlan Simo kidayr?",morocco
mamstou :/,tunisia
mabghitch,morocco
mala  msata :/,tunisia
Nmout 3lehaa,tunisia
zhar,morocco
nsa wladk,morocco
mamsatkom,tunisia
ana ya8oudi,morocco
mach Sou9i,morocco
wach nta machi katchekk bzaf?,morocco
mawatehech el dawr hata tarf,tunisia
kay3jbni nlebes lligat,morocco
Pfff ye3nbou leflous,tunisia
hahoa sandwich dyalk,morocco
"sm7 lia, ma3ndich stylo",morocco
drari DDasrin kayknniw 3lih kniyat,morocco
man9derch ntkheyyel ostada Chourou9 katl3eb lkora,morocco
bientôt les 3m vues je l écoute en boucle jour et nuit ahssen ghneya tounsia,tunisia
o lmakla?,morocco
Masettttt,tunisia
b7ala ana f lmo7akama,morocco
3sallllllll karim,tunisia
hadchi bsa7,morocco
"makaynch bzaf dyal ddo, o mn lor, cha3rak twil gyydni",morocco
3ndna ghir 12:30,morocco
bghit nmchi n3es bkri,morocco
mchi bsiff thderlkom 3srar dar t3yoo,tunisia
"zid 3liha, wahd lbrhouch ja o sbbni!",morocco
"la, ana ghir dayz",morocco
Masssssssit mafehimtich 3lech yathe7ko,tunisia
wach hya katb3ak?,morocco
o 3lach la chi burger o chlada tahiya!,morocco
Hhh bravo ma7lekom tdha7kou :*,tunisia
kayn rri7,morocco
b ga3 dok l7ayawanat 3aychin m3a ba3dyathom,morocco
"walakin, ayeh, l3afia t9der tnf3na",morocco
kter mn hakka,morocco
ma3ndi sou9,morocco
E7tarem chibtek 3zouza  3amla l'3ar 5iiit,tunisia
achno mzyan bnisba lih?,morocco
yallah bdat katmecha,morocco
katb9a t7rak l7wayj flbit,morocco
nta ghi kaytflaw 3lik,morocco
jani lmalal,morocco
walouda wahra w youfa la7dithe me3ak,tunisia
9TTe3 che3rou o Dfarou,morocco
ma3labalich,morocco
Ma7leha tafte9 heyy w southa barvo sami,tunisia
8ad lkoursi mouri7,morocco
kan 7sn mn ay 7aja imkan lik dirha,morocco
makatb8rakch 7aDartk l9dima?,morocco
8owwa TerTe9 neffakha,morocco
brabi barou lahsou baiid alina nokba morda tjrs les mm sujets pfff,tunisia
Rak maset laset,tunisia
yallah tgheddit,morocco
jit m3a l3a2ila dyali,morocco
Ah f8mt daba!,morocco
wach nta dima raDi bdar dyal ta9a3od dyalk?,morocco
ghadi njbed lkarTa diali men daba da9i9a,morocco
wach kadan bli hijrat lbat kant bsbab 3awamil socio 9tiSadia?,morocco
koulchi 3aref,morocco
imkn hia dima khayfa mat7e99e9ch l a8daf dyalha.,morocco
Maleeem,tunisia
o hadchi mo7rij 7it ana lli mkllef bddo l7mr,morocco
bghit nchri zit argan,morocco
achmen w7da bghiti?,morocco
7it liom mazal makan3rfoch kifach nSn3oha bla manlawoto,morocco
tfi DDwaw,morocco
wach b3id men hna?,morocco
riwaya boliciya?,morocco
wach tayballik annaha mzyana lia?,morocco
hir merra merra.,morocco
Entom 9anet kafra,tunisia
wach sm3ti b Spotify?,morocco
sme3ni mezyan,morocco
ETFOOOOOOUH A3LIK YA IMMASSEKH,tunisia
Bravo kaled chawket n7so hata mo5o yozen bled bravo chawket,tunisia
otmma tla3 lia dam,morocco
kanDn ymkan lina nSawboh o n9admo8 m3a chwiya dyal a3chab lba7riya ka bidaya,morocco
wach machi 7ssen annana nfkkro fchi haja ijabia o katnchcheT,morocco
3refti rah fyamato llekhra,morocco
Mar2a fadhila,tunisia
fi9!,morocco
Tahhan,tunisia
Eli ykather ml 3sal yamsat w entii maset 3a le5er,tunisia
kay3jebni dd8eb,morocco
ghadi n3awnak ila bghiti.,morocco
wach l9iti chi khoTat jdida lbarnamaj dyalna?,morocco
ghadi tkon momti3a,morocco
"9albouk DaDDi, ana 3arf!",morocco
Tbarkallah 3lik oumayma zin w sout,tunisia
9errert nmchi,morocco
Enty akaber masa5 y mou9aded Ti bara tttiiiiitttttt,tunisia
mahlehom surtout lamiss,tunisia
Ma7leha el7al9a bravo sami et toute l'équipe,tunisia
lla mabgha8ch,morocco
kan3re9 bezzaf,morocco
8owwa moudmin 3la l9mer,morocco
M3allemmmmmmmm,tunisia
"tsana, ghadi n9lab fl7a9iba dyali",morocco
hadi khti,morocco
kan7ess brra7a,morocco
mat9der illa annak tti9 fl bennaj,morocco
raki masta raki sel3a matchyakche rasta,tunisia
kidayr l jow,morocco
kheSSni nTayyib,morocco
3andna batat dyal almo9abilat?,morocco
"mohim, khllina mannsawch ndiro chwia t rryaDa fost ssimana bach n7yydo hadchi kollo.",morocco
Maset hal khra,tunisia
Bien sur,tunisia
wach imkan nakhdo chi tamdid?,morocco
ljow bared,morocco
"sm7 lia, kanDnn 3ndi nmra ghalaT",morocco
fina8owwa TTelekomond,morocco
"wakha, wakha, ha7na ghadyin",morocco
mamset 3osha,tunisia
maddirch hadchi!,morocco
nzar3o achjar,morocco
dima kant katjini lfikra dial ncherfo bjouj romansia,morocco
7lowiiiiiiiiiiiiiin bon courage et bon continuation :-) :-) ;-),tunisia
kanchof chno bghiti tgoul,morocco
l7adat lkbir lidarti l3am lifat daz mzyan,morocco
daba nswwlo.,morocco
chnahia ladrisa,morocco
<3 bayrem <3,tunisia
chrit khizzo,morocco
bch7al hadchi?,morocco
"mkan lik, ghir aykhasak tzrab 9bal mayfot 3lik l7al",morocco
chno hadak?,morocco
sme3 l nnas li kber mnnk,morocco
kheSSni lSa9,morocco
hadi hia l7ayat,morocco
ach fiha?,morocco
fin mchiti had l3am?,morocco
"la niha2iyan, nta katkhaTaT tnta9l l Laguira",morocco
wach 3ndkom chi wSfat khaSSin w7din khrin hna?,morocco
Bravo amine,tunisia
imkan aykhssni nfsser,morocco
wach kenti katjesses 3liya?,morocco
Behya mouch 5ayba,tunisia
3adatan,morocco
8ad ddar fi8a 7dacher bit,morocco
mou3ad kaytferrj f film,morocco
wach 3ndek facebook?,morocco
yalla8 t9der ddir8a,morocco
ana be3D l merrat kansa swarti,morocco
wakha tsllfni chi flous?,morocco
"9ahwa m7tota tma, ghadi tkon hya hadik",morocco
"Rad balk, had l7jar rah katzala9 bzaf, mbghitich Ti7",morocco
ghansawb che3ri,morocco
"walakin goul lia, makatbanch lia mstrissi bezzaf.",morocco
daba hadi fikra meziana,morocco
wakha tchedd hadi?,morocco
fin kayDrrek?,morocco
fin kayn lmochkil?,morocco
wach mamomkinch nakhdo mo7ami?,morocco
ghadi ykon 9rib mn dar sa7bo,morocco
"chi 15 l da9i9a hadi bach cheftha, twe7echtha!",morocco
wach 9darti t8edde2 fo9itt lghda?,morocco
kanDnn bli bdina bidaya khayba,morocco
bda bl as2ila lbaSita,morocco
dima kay8Der m3aya,morocco
wakha 3afak tlou7 dik lmska f zzbel,morocco
"khasni nmchi, walakin fin katl3ab?",morocco
7na rah makanwjdoch wajba talyaniya,morocco
kan7ess brasi biikhir,morocco
mabghinach n9al9ohom widiro lina tamarod,morocco
mabghach yberzTek,morocco
bled chey5a feha ken l 97ab wel mwabna,tunisia
hadi ttlata o9smayn,morocco
Emma mn kbar l3olama2 f wa7d tanawiya,morocco
ja3four Mahlek wlh tounes mestha9a  Lik,tunisia
"la, ma3mri kant 8na mn 9bal",morocco
ana kanstaghal mzyan chamch 8na,morocco
l mouderrib maraDich,morocco
ach kat3ni bhadchi?,morocco
"Ewa safi, safi, rak 3aref ma3mmrni ndir hadchi!",morocco
Bravo bravo fawzi wasel w rabi yonsrek,tunisia
walakin mabghitch ndir dorat,morocco
dima kaybtasm lnnas,morocco
www.Msata.com,tunisia
La wldk!,morocco
"ah, walakin zwin mara mara tglss fchi blassa trta7.",morocco
bravo walid rajel,tunisia
khasni nDDam 7ta t9dim lmakla!,morocco
ah bda mrra khra.,morocco
Bravo bravo bravo bravo bravo,tunisia
ghadi ymchi l b7er,morocco
tfou 3likoum,tunisia
hadchi kayban 3aDim,morocco
Tal3at kalba,tunisia
o wach bghiti telj fih?,morocco
ya3tek kleb,tunisia
wach khrajti mn tomobil dyalna bach tchad train,morocco
ghadi nkono temma men daba khmsa dial d9ay9.,morocco
Very very Good :-*  te3jebni barch :-),tunisia
"oh, chokran bezzaf 7it jiti 3ndi!",morocco
NAWART TV ELILA NCHALLA DIMA  MAWJOUD,tunisia
elmouhem thama rhout hacha 5ol9et errahmen ma3ch nhebou nchoufouha'fi labess',tunisia
khass t3ich l7ayat.,morocco
ma7lahoummmmmmm,tunisia
wakha nchof l passpor dyalk 3afak,morocco
wa o dok l koadowat lli 3Tawna?,morocco
kankhaf nb9a bbou7di,morocco
mn ghir lfara7,morocco
Mahlakom thaaaaaablou rabi yohroskom Mel 3in wemel hasdin,tunisia
Lmastiiiiin lkoooool surtout eka 7anene,tunisia
fiyya ttaja3id,morocco
ghanakhod 98iwa,morocco
3fak glas.,morocco
wtahchi fih barcha thell fommek inikouk,tunisia
bghit ma bard,morocco
had l3yalat,morocco
woooooooh mamstw hal kazi,tunisia
salam a lalla,morocco
"bikhir hamdolah, lhla ikhTTik.",morocco
Ma7lek wallah,tunisia
a7la ja3fourrr,tunisia
n8ar larbe3,morocco
nta insan mezyan,morocco
kan labes onsombl k7el,morocco
chno lli tab3 a chef?,morocco
ched Taxi,morocco
ghadi ta7taj chi 7aja chahiya bach tmaS ga3 dik lbira,morocco
bientot bech tichb3ou btala,tunisia
hhh #Ma7leeekoM,tunisia
tarek,tunisia
mchlh 3likk nmawhoooooooba,tunisia
Hmmmm!,morocco
8ad jjakiTa kayn fi8a 2alwan mkhtalfa,morocco
Behya,tunisia
ana kantsnnaha nit daba!,morocco
Rak masata rak lasata,tunisia
wach mazal khayf mora hadchi liglti daba?,morocco
dwwr lia,morocco
Samehni fi soutek la 3ala9a,tunisia
"mazal 3ndi snani kamlin t9riban, hamdollah!",morocco
"la chokran, la 7lib fl9ahwa la talj fl3aSir",morocco
"mohim, ana ghadi ntjbbed onchouf f nnjoum.",morocco
wldi,morocco
masa2 lkhir,morocco
"rah khawi mn so3orat l7arariya, kaykhali lbaT ghlid o kayt3arad bzaf lghara9",morocco
wldi kay9ra l'informatique,morocco
imkan i3tamad chwia 3la ljaw,morocco
hahia l commande dyalk,morocco
2oroppa kant f 7erb,morocco
rah yalah 9alabt o ta9dr tal9a l oghniya f youtube,morocco
l7ayat 9Sira,morocco
ajwibtek khesshom ikono 3ndhom 3ala9a bl as2ila lli fiddik,morocco
wakha nkhddem tilifonek?,morocco
kaydeyy3 liyya we9ti,morocco
Mousalsal ahbell  w moumathline a7la <3 <3,tunisia
Bravo wahdek,tunisia
Mala 5orda,tunisia
brabi lgonya mta3 klay wach ismha,tunisia
makr8tch chi Fanta,morocco
kan7es braSi 3yyan,morocco
kat3jbni,morocco
wach kayn chi so2al akhor?,morocco
Nawfel 5ir bsara7a,tunisia
yalah 7Drt lwahd lksida.,morocco
oh khditihom bjoj?,morocco
ana mstressi chwia daba,morocco
ana m3ak,morocco
makay7ssch brasou mzyan,morocco
mamset rabou manakirhou,tunisia
aykhasak tji tzorni 9riban,morocco
kan7ess annaho nta mamSowwe9ch l dmaghi.,morocco
tayban lik khess nchedd 3oTla?,morocco
mamstou :p,tunisia
hbal sa3ida,tunisia
achmn nawy3 dyal lmosi9a liknti katfakr fiha,morocco
ghadi tkon zwina bzaf,morocco
tsana....,morocco
sbah lkhir a lalla,morocco
dakchi li ban liyya,morocco
mrid masset lasset,tunisia
Ma7leeek,tunisia
